,articleid,level,sentiment_score,sentiment_magnitude,language,sentence_text,byline,section,item_type,material_type_facet,des_facet,org_facet,per_facet,geo_facet,title,abstract,first_published_date,first_published_date_parsed
2,14xp-paralegal,sentence,0.30000001192092896,0.30000001192092896,,"Jennifer Loya, 30, helped a drug network in San Antonio stay a step ahead of drug enforcement agents through her access to information as a federal employee, according to court documents.",BY CHRISTINE HAUSER,U.S.,Article,News,"['Drug Cartels', 'Smuggling']","['Drug Enforcement Administration', 'Zetas', 'Cartel del Noreste']","['Loya, Kimberly', 'Loya, Jennifer', 'Fernandez-Vasquez, Israel', 'Gustamante, Roland']",['San Antonio (Tex)'],"Paralegal for U.S. Attorney Tipped Off Drug Cartel, Prosecutors Say","Jennifer Loya, 30, helped a drug network in San Antonio stay a step ahead of drug enforcement agents through her access to information as a federal employee, according to court documents.",2020-05-14T18:15:20-04:00,2020-05-14 23:15:20+01:00
0,14dc-fisa,document,0.0,0.5,en,,BY CHARLIE SAVAGE AND NICHOLAS FANDOS,U.S.,Article,News,"['Surveillance of Citizens by Government', 'United States Politics and Government', 'Foreign Intelligence Surveillance Act (FISA)', 'Wiretapping and Other Eavesdropping Devices and Methods']","['Senate', 'Federal Bureau of Investigation']","['Leahy, Patrick J', 'Lee, Michael S (1971- )', 'Paul, Rand', 'Page, Carter']",,Senate Approves Surveillance Bill With Sharper Privacy Safeguards,The Senate voted to revive three F.B.I. tools for counterintelligence and counterterrorism investigations and amped up a House-passed proposal to bolster outside critics appointed to oppose wiretap requests in court.,2020-05-14T17:58:07-04:00,2020-05-14 22:58:07+01:00
1,14dc-fisa,sentence,0.10000000149011612,0.10000000149011612,,Senate Approves Surveillance Bill With Sharper Privacy Safeguards.,BY CHARLIE SAVAGE AND NICHOLAS FANDOS,U.S.,Article,News,"['Surveillance of Citizens by Government', 'United States Politics and Government', 'Foreign Intelligence Surveillance Act (FISA)', 'Wiretapping and Other Eavesdropping Devices and Methods']","['Senate', 'Federal Bureau of Investigation']","['Leahy, Patrick J', 'Lee, Michael S (1971- )', 'Paul, Rand', 'Page, Carter']",,Senate Approves Surveillance Bill With Sharper Privacy Safeguards,The Senate voted to revive three F.B.I. tools for counterintelligence and counterterrorism investigations and amped up a House-passed proposal to bolster outside critics appointed to oppose wiretap requests in court.,2020-05-14T17:58:07-04:00,2020-05-14 22:58:07+01:00
2,14dc-fisa,sentence,0.10000000149011612,0.10000000149011612,,The Senate voted to revive three F.B.I.,BY CHARLIE SAVAGE AND NICHOLAS FANDOS,U.S.,Article,News,"['Surveillance of Citizens by Government', 'United States Politics and Government', 'Foreign Intelligence Surveillance Act (FISA)', 'Wiretapping and Other Eavesdropping Devices and Methods']","['Senate', 'Federal Bureau of Investigation']","['Leahy, Patrick J', 'Lee, Michael S (1971- )', 'Paul, Rand', 'Page, Carter']",,Senate Approves Surveillance Bill With Sharper Privacy Safeguards,The Senate voted to revive three F.B.I. tools for counterintelligence and counterterrorism investigations and amped up a House-passed proposal to bolster outside critics appointed to oppose wiretap requests in court.,2020-05-14T17:58:07-04:00,2020-05-14 22:58:07+01:00
3,14dc-fisa,sentence,-0.30000001192092896,0.30000001192092896,,tools for counterintelligence and counterterrorism investigations and amped up a House-passed proposal to bolster outside critics appointed to oppose wiretap requests in court.,BY CHARLIE SAVAGE AND NICHOLAS FANDOS,U.S.,Article,News,"['Surveillance of Citizens by Government', 'United States Politics and Government', 'Foreign Intelligence Surveillance Act (FISA)', 'Wiretapping and Other Eavesdropping Devices and Methods']","['Senate', 'Federal Bureau of Investigation']","['Leahy, Patrick J', 'Lee, Michael S (1971- )', 'Paul, Rand', 'Page, Carter']",,Senate Approves Surveillance Bill With Sharper Privacy Safeguards,The Senate voted to revive three F.B.I. tools for counterintelligence and counterterrorism investigations and amped up a House-passed proposal to bolster outside critics appointed to oppose wiretap requests in court.,2020-05-14T17:58:07-04:00,2020-05-14 22:58:07+01:00
0,14evening-briefing-web,document,-0.10000000149011612,0.20000000298023224,en,,"BY REMY TUMIN, PENN BULLOCK AND MARCUS PAYADUE",Briefing,Article,briefing,,,,,"Jobless Claims, Food Supply, Rovers: Your Thursday Evening Briefing",Here’s what you need to know at the end of the day.,2020-05-14T17:55:24-04:00,2020-05-14 22:55:24+01:00
1,14evening-briefing-web,sentence,-0.10000000149011612,0.10000000149011612,,"Jobless Claims, Food Supply, Rovers: Your Thursday Evening Briefing.","BY REMY TUMIN, PENN BULLOCK AND MARCUS PAYADUE",Briefing,Article,briefing,,,,,"Jobless Claims, Food Supply, Rovers: Your Thursday Evening Briefing",Here’s what you need to know at the end of the day.,2020-05-14T17:55:24-04:00,2020-05-14 22:55:24+01:00
2,14evening-briefing-web,sentence,-0.10000000149011612,0.10000000149011612,,Here’s what you need to know at the end of the day.,"BY REMY TUMIN, PENN BULLOCK AND MARCUS PAYADUE",Briefing,Article,briefing,,,,,"Jobless Claims, Food Supply, Rovers: Your Thursday Evening Briefing",Here’s what you need to know at the end of the day.,2020-05-14T17:55:24-04:00,2020-05-14 22:55:24+01:00
0,14debatable-onsite-5,document,-0.30000001192092896,0.699999988079071,en,,BY SPENCER BOKAT-LINDELL,Opinion,Article,Op-Ed,"['Teachers and School Employees', 'Masks', 'Coronavirus (2019-nCoV)', 'Coronavirus Reopenings']",,,"['China', 'Taiwan', 'Germany', 'Australia', 'Japan']",When Can Kids Go Back to Class?,The economy can’t fully reopen until schools do.,2020-05-14T17:45:04-04:00,2020-05-14 22:45:04+01:00
1,14debatable-onsite-5,sentence,-0.10000000149011612,0.10000000149011612,,When Can Kids Go Back to Class?.,BY SPENCER BOKAT-LINDELL,Opinion,Article,Op-Ed,"['Teachers and School Employees', 'Masks', 'Coronavirus (2019-nCoV)', 'Coronavirus Reopenings']",,,"['China', 'Taiwan', 'Germany', 'Australia', 'Japan']",When Can Kids Go Back to Class?,The economy can’t fully reopen until schools do.,2020-05-14T17:45:04-04:00,2020-05-14 22:45:04+01:00
2,14debatable-onsite-5,sentence,-0.5,0.5,,The economy can’t fully reopen until schools do.,BY SPENCER BOKAT-LINDELL,Opinion,Article,Op-Ed,"['Teachers and School Employees', 'Masks', 'Coronavirus (2019-nCoV)', 'Coronavirus Reopenings']",,,"['China', 'Taiwan', 'Germany', 'Australia', 'Japan']",When Can Kids Go Back to Class?,The economy can’t fully reopen until schools do.,2020-05-14T17:45:04-04:00,2020-05-14 22:45:04+01:00
0,14cli-landslide,document,-0.20000000298023224,0.4000000059604645,en,,BY HENRY FOUNTAIN,Climate,Article,News,"['Global Warming', 'Tidal Waves and Tsunamis', 'Disasters and Emergencies', 'Environment', 'Earthquakes']",,,['Alaska'],‘It Could Happen Anytime’: Scientists Warn of Alaska Tsunami Threat,"A retreating glacier is increasing the risk of a catastrophic landslide and tsunami within a few decades, researchers say.",2020-05-14T17:42:00-04:00,2020-05-14 22:42:00+01:00
1,14cli-landslide,sentence,0.0,0.0,,‘It Could Happen Anytime’: Scientists Warn of Alaska Tsunami Threat.,BY HENRY FOUNTAIN,Climate,Article,News,"['Global Warming', 'Tidal Waves and Tsunamis', 'Disasters and Emergencies', 'Environment', 'Earthquakes']",,,['Alaska'],‘It Could Happen Anytime’: Scientists Warn of Alaska Tsunami Threat,"A retreating glacier is increasing the risk of a catastrophic landslide and tsunami within a few decades, researchers say.",2020-05-14T17:42:00-04:00,2020-05-14 22:42:00+01:00
2,14cli-landslide,sentence,-0.4000000059604645,0.4000000059604645,,"A retreating glacier is increasing the risk of a catastrophic landslide and tsunami within a few decades, researchers say.",BY HENRY FOUNTAIN,Climate,Article,News,"['Global Warming', 'Tidal Waves and Tsunamis', 'Disasters and Emergencies', 'Environment', 'Earthquakes']",,,['Alaska'],‘It Could Happen Anytime’: Scientists Warn of Alaska Tsunami Threat,"A retreating glacier is increasing the risk of a catastrophic landslide and tsunami within a few decades, researchers say.",2020-05-14T17:42:00-04:00,2020-05-14 22:42:00+01:00
0,14Watching,document,0.30000001192092896,0.699999988079071,en,,BY MARGARET LYONS,Arts,Article,News,['Television'],,"['Bernstein, Leonard']",,How Much Watching Time Do You Have This Weekend?,"Catch an offbeat and newly available comedy, as well a lush and devilish new spin on period drama, starring Elle Fanning.",2020-05-14T17:20:42-04:00,2020-05-14 22:20:42+01:00
1,14Watching,sentence,0.0,0.0,,How Much Watching Time Do You Have This Weekend?.,BY MARGARET LYONS,Arts,Article,News,['Television'],,"['Bernstein, Leonard']",,How Much Watching Time Do You Have This Weekend?,"Catch an offbeat and newly available comedy, as well a lush and devilish new spin on period drama, starring Elle Fanning.",2020-05-14T17:20:42-04:00,2020-05-14 22:20:42+01:00
2,14Watching,sentence,0.6000000238418579,0.6000000238418579,,"Catch an offbeat and newly available comedy, as well a lush and devilish new spin on period drama, starring Elle Fanning.",BY MARGARET LYONS,Arts,Article,News,['Television'],,"['Bernstein, Leonard']",,How Much Watching Time Do You Have This Weekend?,"Catch an offbeat and newly available comedy, as well a lush and devilish new spin on period drama, starring Elle Fanning.",2020-05-14T17:20:42-04:00,2020-05-14 22:20:42+01:00
0,14virus-droplets,document,0.0,0.0,en,,BY KNVUL SHEIKH,Health,Article,News,"['Coronavirus (2019-nCoV)', 'Coughs', 'Research', 'Masks', 'Protective Clothing and Gear', 'Quarantines']","['Proceedings of the National Academy of Sciences', 'National Institute of Diabetes and Digestive and Kidney Diseases', 'University of Pennsylvania']",,,Talking Can Generate Coronavirus Droplets That Linger Up to 14 Minutes,"A new study shows how respiratory droplets produced during normal conversation may be just as important in transmitting disease, especially indoors.",2020-05-14T17:01:48-04:00,2020-05-14 22:01:48+01:00
1,14virus-droplets,sentence,0.0,0.0,,Talking Can Generate Coronavirus Droplets That Linger Up to 14 Minutes.,BY KNVUL SHEIKH,Health,Article,News,"['Coronavirus (2019-nCoV)', 'Coughs', 'Research', 'Masks', 'Protective Clothing and Gear', 'Quarantines']","['Proceedings of the National Academy of Sciences', 'National Institute of Diabetes and Digestive and Kidney Diseases', 'University of Pennsylvania']",,,Talking Can Generate Coronavirus Droplets That Linger Up to 14 Minutes,"A new study shows how respiratory droplets produced during normal conversation may be just as important in transmitting disease, especially indoors.",2020-05-14T17:01:48-04:00,2020-05-14 22:01:48+01:00
2,14virus-droplets,sentence,0.0,0.0,,"A new study shows how respiratory droplets produced during normal conversation may be just as important in transmitting disease, especially indoors.",BY KNVUL SHEIKH,Health,Article,News,"['Coronavirus (2019-nCoV)', 'Coughs', 'Research', 'Masks', 'Protective Clothing and Gear', 'Quarantines']","['Proceedings of the National Academy of Sciences', 'National Institute of Diabetes and Digestive and Kidney Diseases', 'University of Pennsylvania']",,,Talking Can Generate Coronavirus Droplets That Linger Up to 14 Minutes,"A new study shows how respiratory droplets produced during normal conversation may be just as important in transmitting disease, especially indoors.",2020-05-14T17:01:48-04:00,2020-05-14 22:01:48+01:00
0,14virus-mcdonalds,document,-0.10000000149011612,0.800000011920929,en,,BY DAVID YAFFE-BELLANY,Business,Article,News,"['Fast Food Industry', 'Coronavirus (2019-nCoV)', 'Franchises', 'Restaurants', 'Coronavirus Reopenings']","[""McDonald's Corporation""]",,,McDonald’s Details What Dining In Will Look Like,The fast-food chain distributed a guide to franchise owners with instructions like putting “closed” signs on tables to promote social-distancing and cleaning bathrooms every half-hour.,2020-05-14T16:57:26-04:00,2020-05-14 21:57:26+01:00
1,14virus-mcdonalds,sentence,0.20000000298023224,0.20000000298023224,,McDonald’s Details What Dining In Will Look Like.,BY DAVID YAFFE-BELLANY,Business,Article,News,"['Fast Food Industry', 'Coronavirus (2019-nCoV)', 'Franchises', 'Restaurants', 'Coronavirus Reopenings']","[""McDonald's Corporation""]",,,McDonald’s Details What Dining In Will Look Like,The fast-food chain distributed a guide to franchise owners with instructions like putting “closed” signs on tables to promote social-distancing and cleaning bathrooms every half-hour.,2020-05-14T16:57:26-04:00,2020-05-14 21:57:26+01:00
2,14virus-mcdonalds,sentence,-0.6000000238418579,0.6000000238418579,,The fast-food chain distributed a guide to franchise owners with instructions like putting “closed” signs on tables to promote social-distancing and cleaning bathrooms every half-hour.,BY DAVID YAFFE-BELLANY,Business,Article,News,"['Fast Food Industry', 'Coronavirus (2019-nCoV)', 'Franchises', 'Restaurants', 'Coronavirus Reopenings']","[""McDonald's Corporation""]",,,McDonald’s Details What Dining In Will Look Like,The fast-food chain distributed a guide to franchise owners with instructions like putting “closed” signs on tables to promote social-distancing and cleaning bathrooms every half-hour.,2020-05-14T16:57:26-04:00,2020-05-14 21:57:26+01:00
0,14virus-strokes,document,0.10000000149011612,0.5,en,,BY RONI CARYN RABIN,Health,Article,News,"['Coronavirus (2019-nCoV)', 'Stroke', 'Emergency Medical Treatment', 'Ventilators (Medical)', 'Blood Clots', 'Hospitals', 'Youth', 'your-feed-science']",,,['New York City'],Coronavirus May Pose a New Risk to Younger Patients: Strokes,"Doctors have reported a flurry of cases in Covid-19 patients — including a healthy 27-year-old emergency medical technician in Queens. After a month in the hospital, he is learning to walk again.",2020-05-14T16:52:23-04:00,2020-05-14 21:52:23+01:00
1,14virus-strokes,sentence,0.0,0.0,,Coronavirus May Pose a New Risk to Younger Patients: Strokes.,BY RONI CARYN RABIN,Health,Article,News,"['Coronavirus (2019-nCoV)', 'Stroke', 'Emergency Medical Treatment', 'Ventilators (Medical)', 'Blood Clots', 'Hospitals', 'Youth', 'your-feed-science']",,,['New York City'],Coronavirus May Pose a New Risk to Younger Patients: Strokes,"Doctors have reported a flurry of cases in Covid-19 patients — including a healthy 27-year-old emergency medical technician in Queens. After a month in the hospital, he is learning to walk again.",2020-05-14T16:52:23-04:00,2020-05-14 21:52:23+01:00
2,14virus-strokes,sentence,0.0,0.0,,Doctors have reported a flurry of cases in Covid-19 patients — including a healthy 27-year-old emergency medical technician in Queens.,BY RONI CARYN RABIN,Health,Article,News,"['Coronavirus (2019-nCoV)', 'Stroke', 'Emergency Medical Treatment', 'Ventilators (Medical)', 'Blood Clots', 'Hospitals', 'Youth', 'your-feed-science']",,,['New York City'],Coronavirus May Pose a New Risk to Younger Patients: Strokes,"Doctors have reported a flurry of cases in Covid-19 patients — including a healthy 27-year-old emergency medical technician in Queens. After a month in the hospital, he is learning to walk again.",2020-05-14T16:52:23-04:00,2020-05-14 21:52:23+01:00
3,14virus-strokes,sentence,0.4000000059604645,0.4000000059604645,,"After a month in the hospital, he is learning to walk again.",BY RONI CARYN RABIN,Health,Article,News,"['Coronavirus (2019-nCoV)', 'Stroke', 'Emergency Medical Treatment', 'Ventilators (Medical)', 'Blood Clots', 'Hospitals', 'Youth', 'your-feed-science']",,,['New York City'],Coronavirus May Pose a New Risk to Younger Patients: Strokes,"Doctors have reported a flurry of cases in Covid-19 patients — including a healthy 27-year-old emergency medical technician in Queens. After a month in the hospital, he is learning to walk again.",2020-05-14T16:52:23-04:00,2020-05-14 21:52:23+01:00
